X1	X2	
2.72	4.22	
0.26	7.05	
9.09	6.58	
7.96	7.59	
9.42	6.32	
4.52	0.47	
5.15	6.96	
6.72	5.82	
0.94	1.49	
8.36	4.79	
7.33	6.41	
6.34	8.40	
1.18	9.93	
8.02	5.02	
5.09	0.83	
4.33	6.66	
4.13	4.98	
2.92	3.27	
3.37	7.69	
8.27	9.56	
2.22	1.35	
1.20	8.91	
2.69	9.52	
8.57	4.61	
6.71	0.49	
4.87	9.46	
4.02	5.72	
1.53	0.91	
6.44	1.02	
6.41	0.63	
5.81	1.46	
5.42	3.79	
3.06	3.93	
0.71	6.02	
2.83	4.98	
4.91	2.84	
3.99	5.38	
8.97	9.62	
9.03	6.99	
1.81	7.84	
6.48	1.87	
3.82	6.92	
9.29	8.58	
2.39	9.56	
8.67	5.49	
7.11	2.62	
7.02	6.36	
4.17	4.62	
6.30	9.31	
4.47	5.79	
7.60	6.11	
7.46	6.57	
5.94	5.25	
3.37	5.40	
9.77	8.75	
9.65	7.52	
8.14	9.72	
3.64	2.20	
9.66	4.96	
2.39	7.11	
6.70	4.40	
2.14	4.79	
4.80	7.16	
4.77	8.44	
2.32	2.23	
5.64	0.79	
7.66	0.17	
7.57	2.77	
1.67	1.24	
8.55	6.13	
1.20	4.39	
6.69	7.30	
5.48	1.10	
4.52	8.20	
0.91	7.71	
5.92	3.23	
1.41	0.10	
3.66	0.99	
0.68	4.95	
2.00	3.15	
0.34	2.43	
9.26	2.89	
2.26	6.25	
7.31	0.03	
7.04	8.48	
0.91	0.33	
0.44	7.92	
7.99	1.93	
8.59	3.02	
2.76	2.86	
8.77	2.42	
7.96	9.53	
6.67	8.97	
8.89	7.94	
3.00	5.84	
1.53	5.80	
2.03	6.58	
9.58	6.07	
1.92	4.54	
0.05	9.84	
2.37	0.87	
5.34	9.27	
7.97	4.51	
0.48	9.09	
6.76	2.02	
7.55	8.90	
2.15	9.80	
6.14	7.04	
2.94	6.54	
7.54	0.59	
0.68	8.85	
2.59	5.79	
5.65	9.08	
8.07	7.33	
2.87	9.96	
3.85	5.29	
7.25	7.49	
3.86	3.52	
2.75	9.69	
7.00	3.77	
3.87	6.16	
0.28	6.00	
8.84	0.50	
5.39	6.23	
3.27	5.18	
1.74	9.90	
9.60	6.48	
3.26	0.46	
2.68	5.34	
3.99	0.18	
4.02	8.25	
7.29	2.36	
7.80	1.54	
6.82	2.01	
9.81	1.11	
2.82	5.21	
6.30	9.64	
6.36	5.50	
3.74	2.49	
5.06	9.55	
1.81	4.24	
8.48	3.17	
1.45	7.60	
8.21	3.25	
6.99	7.55	
7.46	0.60	
6.41	4.56	
7.89	3.68	
6.47	1.71	
6.58	3.62	
0.31	2.78	
4.58	6.23	
3.31	9.76	
9.53	7.59	
9.54	0.88	
8.51	6.36	
4.86	2.76	
4.53	6.88	
5.03	2.99	
8.93	4.35	
6.49	3.04	
5.03	5.41	
5.21	4.56	
2.93	4.77	
4.29	6.13	
3.67	1.27	
4.16	1.73	
1.80	5.13	
10.00	6.51	
8.62	1.00	
9.97	0.32	
5.29	0.54	
4.37	4.58	
3.88	2.00	
0.13	3.30	
6.50	3.78	
7.28	4.98	
7.69	3.32	
4.13	8.07	
2.82	2.82	
5.65	8.80	
5.53	8.43	
5.10	7.34	
0.90	0.10	
2.63	4.61	
6.93	5.24	
5.49	9.81	
5.70	0.42	
3.99	6.04	
7.68	1.81	
3.82	9.51	
6.78	7.08	
0.28	5.75	
1.46	8.29	
2.44	5.12	
7.04	7.97	
5.58	8.46	
7.61	8.27	
8.28	2.97	
1.67	6.05	
6.58	8.03	
3.97	5.23	
1.52	0.07	
7.91	1.33	
7.60	6.16	
6.63	2.24	
9.34	5.96	
8.24	3.43	
0.41	2.68	
0.45	5.52	
4.38	4.60	
2.40	6.99	
9.54	0.04	
7.12	5.17	
0.32	0.26	
6.26	4.07	
6.72	7.04	
9.82	8.57	
9.14	3.42	
7.64	0.61	
0.28	9.26	
5.97	4.66	
7.39	5.75	
2.10	6.26	
8.22	6.35	
2.37	9.90	
1.17	5.32	
4.00	9.64	
5.67	8.56	
9.18	8.84	
1.97	5.81	
0.70	3.25	
0.32	7.74	
1.89	5.16	
8.29	6.07	
0.21	5.10	
1.91	0.17	
2.88	1.23	
0.01	8.80	
5.17	6.42	
4.07	1.41	
6.67	6.94	
5.42	9.64	
8.57	7.36	
9.56	5.57	
5.51	0.85	
3.14	0.44	
8.87	5.08	
2.46	4.13	
4.27	9.48	
3.53	3.04	
5.19	1.15	
3.15	1.87	
6.41	2.73	
6.87	2.26	
5.05	7.78	
4.72	9.85	
5.03	6.23	
8.15	9.56	
0.30	4.56	
1.57	8.03	
5.60	3.74	
0.50	0.92	
9.01	0.35	
3.91	2.63	
9.48	5.22	
2.18	5.48	
3.53	7.17	
3.98	5.67	
9.91	8.82	
4.16	3.56	
7.85	5.40	
2.55	6.77	
4.42	7.36	
8.20	5.34	
9.29	2.36	
6.55	9.75	
0.40	2.54	
7.58	4.15	
2.69	8.55	
1.54	9.12	
2.85	2.51	
5.11	0.53	
7.16	8.58	
4.72	3.86	
5.99	0.96	
5.89	5.80	
8.48	6.14	
7.16	8.70	
2.69	8.43	
4.25	6.58	
2.33	4.88	
6.17	5.31	
8.51	8.92	
7.33	3.97	
6.33	9.70	
1.24	8.48	
9.27	7.61	
9.91	3.67	
1.10	5.37	
9.54	4.90	
3.91	7.65	
7.76	5.81	
3.37	1.81	
9.55	4.41	
6.61	6.91	
9.23	5.85	
6.34	7.96	
3.65	6.46	
4.86	7.70	
7.25	0.31	
5.19	8.78	
3.28	6.66	
2.52	5.10	
6.59	3.57	
8.11	2.07	
2.53	1.06	
9.55	2.28	
3.45	4.58	
5.74	4.77	
8.75	8.14	
2.42	3.17	
7.30	4.78	
4.20	0.47	
1.05	1.03	
1.87	5.92	
6.95	0.97	
9.85	2.61	
0.24	5.17	
7.06	2.60	
5.83	9.46	
5.80	0.29	
6.19	8.61	
7.80	3.47	
3.51	0.27	
3.28	6.13	
1.00	5.44	
8.89	6.38	
3.33	2.66	
3.14	8.02	
9.05	4.39	
3.16	4.47	
8.24	5.82	
5.23	9.21	
7.41	8.15	
2.36	7.94	
9.68	0.97	
6.22	3.72	
2.46	0.47	
7.55	7.87	
6.67	3.65	
8.49	6.32	
1.35	1.44	
2.89	2.95	
4.85	7.54	
5.58	9.24	
9.24	3.31	
9.70	2.11	
7.72	3.54	
2.05	9.73	
5.67	1.94	
9.70	8.88	
4.76	0.48	
8.02	5.63	
6.23	1.37	
9.04	5.50	
3.67	6.11	
1.32	8.27	
7.87	1.66	
7.41	7.52	
6.50	9.84	
2.53	4.56	
8.86	2.41	
8.54	2.04	
1.88	0.86	
0.84	2.77	
6.92	7.06	
1.45	5.27	
7.99	7.99	
1.05	8.90	
1.43	5.55	
3.89	7.53	
3.62	0.15	
4.51	3.01	
8.25	5.29	
2.18	6.36	
7.02	8.49	
9.45	7.42	
8.09	3.06	
3.94	1.02	
4.66	4.25	
8.45	1.32	
1.94	2.78	
2.92	3.82	
4.78	8.46	
3.46	8.51	
9.46	6.87	
7.45	6.67	
2.84	2.29	
1.27	7.82	
8.98	0.96	
6.66	3.37	
8.69	9.44	
4.62	8.09	
9.86	4.80	
1.08	0.89	
7.56	4.21	
7.01	2.14	
0.83	4.19	
6.64	5.20	
9.76	1.67	
1.36	6.56	
0.30	1.53	
3.76	9.93	
6.17	8.65	
5.53	6.88	
7.00	5.06	
5.64	8.47	
9.30	6.87	
0.00	9.88	
2.06	9.28	
2.23	2.68	
2.24	1.93	
5.47	7.59	
5.91	1.70	
9.15	3.82	
0.02	4.56	
0.91	9.77	
5.98	3.22	
3.00	3.98	
0.82	2.84	
4.74	4.38	
3.83	2.52	
7.27	8.59	
6.62	6.72	
4.60	7.94	
2.38	6.64	
5.45	3.16	
5.56	8.57	
3.55	0.11	
7.06	3.07	
0.37	9.99	
0.75	6.10	
2.95	9.51	
6.64	0.77	
1.39	2.97	
2.74	6.48	
5.02	0.18	
2.23	0.12	
3.64	1.09	
5.36	2.83	
0.37	0.48	
5.52	4.43	
5.75	3.91	
7.23	6.96	
8.25	8.99	
9.72	8.02	
5.32	4.62	
3.53	4.65	
0.11	4.29	
9.03	8.32	
3.65	8.82	
5.40	2.18	
9.00	7.91	
5.36	2.24	
3.81	9.72	
6.63	5.52	
0.53	2.55	
3.05	9.07	
8.77	2.91	
9.85	5.85	
2.86	9.87	
5.20	5.19	
8.50	6.42	
6.98	7.78	
6.44	4.78	
7.56	8.01	
7.91	4.08	
1.17	9.00	
6.00	5.63	
8.44	9.19	
9.42	3.08	
9.88	2.72	
0.48	2.31	
5.59	9.70	
6.99	8.62	
1.51	6.63	
8.43	6.54	
3.61	1.74	
0.66	1.59	
0.03	4.67	
9.52	1.30	
7.79	5.11	
3.16	7.24	
5.14	0.45	
4.80	8.97	
2.85	7.97	
2.65	5.53	
7.42	3.55	
1.15	9.79	
7.66	4.64	
8.38	6.50	
0.89	2.53	
7.77	5.35	
9.31	5.36	
8.12	6.05	
7.60	0.91	
5.10	3.88	
2.49	5.72	
9.16	0.53	
1.49	4.94	
8.88	6.74	
2.83	5.60	
6.90	0.69	
1.34	4.43	
4.87	8.09	
4.92	0.29	
7.62	8.14	
4.85	0.39	
1.97	2.11	
8.71	8.81	
4.55	0.07	
8.79	5.90	
4.19	4.70	
0.17	6.91	
8.88	0.28	
2.26	8.80	
4.16	9.10	
4.63	4.86	
9.72	7.34	
2.96	7.69	
3.73	7.25	
3.95	2.58	
9.72	2.82	
8.49	4.89	
9.35	1.47	
0.78	7.00	
5.33	5.55	
7.65	2.69	
2.68	3.16	
6.05	9.40	
3.46	9.73	
8.77	1.72	
9.25	8.15	
8.12	2.64	
8.48	7.88	
4.83	2.68	
0.48	0.42	
4.53	0.82	
6.26	1.56	
7.76	5.23	
6.98	8.79	
9.86	6.46	
4.29	5.65	
6.36	0.30	
3.50	3.36	
5.66	2.72	
9.59	4.32	
5.38	4.74	
8.19	1.09	
0.99	0.67	
8.35	9.29	
5.19	9.35	
1.85	2.62	
4.42	4.17	
4.05	3.69	
4.55	4.41	
4.69	4.54	
1.11	7.47	
3.09	7.03	
0.94	8.65	
1.17	4.10	
0.80	2.89	
9.48	9.56	
5.89	0.73	
5.69	5.88	
5.34	8.85	
2.88	6.58	
4.90	4.36	
4.48	2.09	
6.62	0.53	
6.32	5.96	
4.27	0.93	
1.53	1.16	
8.41	8.51	
2.95	4.52	
9.46	5.81	
9.01	1.44	
8.12	2.57	
3.28	1.33	
2.34	7.38	
4.90	9.32	
6.91	1.04	
7.06	8.71	
6.93	9.72	
3.22	3.92	
9.16	7.99	
6.36	4.09	
5.94	3.02	
4.77	2.48	
4.74	3.37	
9.02	8.34	
2.79	7.96	
8.67	3.62	
0.10	3.71	
4.02	8.69	
6.39	2.67	
7.62	7.73	
6.66	3.34	
2.89	7.06	
8.33	3.82	
2.07	6.44	
7.37	8.69	
3.77	6.83	
4.77	5.41	
1.42	5.59	
5.08	0.66	
7.14	3.77	
7.75	1.66	
2.30	8.69	
8.61	2.77	
5.01	9.22	
3.08	2.84	
7.04	0.06	
4.95	4.89	
7.42	6.37	
4.65	5.12	
7.50	9.86	
8.64	5.28	
3.10	2.55	
7.27	8.47	
2.21	5.22	
1.83	5.85	
3.20	3.36	
2.89	8.75	
7.16	4.40	
0.91	8.32	
9.81	6.85	
7.26	2.87	
3.04	3.53	
8.18	1.13	
3.28	8.21	
6.95	8.18	
4.32	7.64	
9.73	9.82	
5.02	8.29	
8.81	0.03	
8.07	0.61	
2.71	5.84	
4.89	1.66	
6.65	3.69	
2.73	0.80	
8.18	1.27	
4.66	2.16	
2.36	9.48	
9.86	1.76	
7.98	9.64	
1.79	6.86	
1.26	2.32	
4.09	0.15	
6.53	5.22	
0.04	1.38	
3.73	9.56	
9.14	4.94	
1.13	5.95	
6.02	2.35	
8.10	3.41	
0.34	5.19	
6.56	7.49	
3.37	5.21	
1.77	6.57	
6.42	5.45	
2.78	8.40	
8.50	7.86	
0.49	2.66	
5.95	1.00	
6.32	9.11	
4.66	3.45	
7.91	4.92	
6.26	7.16	
9.11	9.51	
3.37	8.01	
0.15	9.66	
5.28	9.66	
0.68	2.98	
4.80	0.87	
2.64	3.24	
8.98	5.42	
2.05	6.59	
1.21	8.85	
8.97	3.81	
9.98	5.78	
2.54	0.28	
0.06	7.06	
3.88	1.55	
4.97	6.43	
2.71	9.87	
5.94	2.24	
5.26	3.88	
1.42	1.11	
9.65	1.56	
2.77	6.63	
2.26	4.25	
6.47	8.35	
2.90	7.87	
0.58	3.10	
9.34	5.89	
3.14	3.30	
2.12	7.61	
3.31	4.72	
8.38	4.26	
1.98	8.95	
9.87	4.96	
6.79	4.45	
3.64	4.55	
8.35	3.72	
5.61	5.02	
8.48	2.93	
6.86	2.98	
8.16	4.84	
9.21	6.18	
3.16	5.40	
2.08	3.17	
7.54	9.38	
5.18	1.48	
1.00	0.51	
2.47	1.39	
4.22	7.38	
0.87	4.31	
7.33	6.95	
3.99	7.03	
0.97	4.00	
4.77	5.80	
5.47	5.99	
2.98	6.95	
3.95	0.08	
3.36	4.06	
6.92	0.57	
7.40	5.20	
1.38	3.09	
7.38	7.66	
5.46	4.11	
4.11	1.61	
0.25	2.72	
1.17	8.62	
4.16	4.75	
6.70	5.91	
1.61	8.26	
0.90	2.12	
7.03	3.12	
1.27	5.76	
7.12	6.98	
0.28	3.36	
9.38	4.34	
9.78	0.34	
2.30	5.51	
4.62	3.76	
3.42	7.41	
3.26	3.09	
4.33	8.70	
6.86	1.77	
8.30	7.70	
9.55	9.89	
4.67	2.68	
1.38	5.69	
6.13	0.54	
2.87	1.57	
9.52	1.78	
4.18	8.63	
8.08	6.82	
4.87	1.95	
3.26	1.00	
0.39	8.13	
7.21	3.55	
9.43	5.25	
2.88	8.63	
2.56	5.40	
7.11	5.17	
5.93	9.12	
3.75	5.75	
5.72	1.85	
7.88	3.71	
8.22	2.13	
9.38	2.23	
7.66	2.84	
3.70	8.48	
8.99	6.94	
0.85	0.96	
5.48	1.25	
8.44	8.51	
1.83	2.99	
3.48	4.83	
1.78	5.89	
8.48	3.31	
5.58	5.04	
1.20	3.32	
6.59	2.24	
4.43	0.15	
8.41	6.19	
1.50	8.19	
3.39	5.70	
5.60	8.55	
1.08	6.87	
6.26	0.07	
0.30	9.72	
4.15	5.19	
1.88	3.43	
6.36	0.48	
9.84	3.97	
7.73	4.70	
7.75	2.76	
0.33	6.10	
3.32	9.98	
2.40	4.76	
9.00	1.53	
0.03	4.77	
8.21	4.45	
9.86	6.01	
7.15	1.59	
8.56	5.08	
9.64	2.60	
5.55	9.96	
8.37	5.11	
8.39	4.05	
9.30	6.71	
6.85	0.55	
6.97	5.87	
9.98	9.69	
7.97	7.31	
2.85	7.66	
6.39	5.38	
3.71	7.97	
9.84	7.14	
9.84	3.00	
7.28	5.31	
0.62	6.04	
9.93	0.36	
9.13	1.73	
5.02	9.75	
9.60	6.11	
7.82	2.10	
6.35	5.42	
1.22	3.85	
1.62	7.05	
3.81	5.78	
3.67	4.49	
6.62	7.49	
3.59	2.84	
5.99	8.43	
9.26	0.79	
5.05	5.22	
7.44	0.08	
9.06	6.29	
0.42	3.58	
0.55	6.43	
2.14	8.80	
8.56	6.05	
9.54	4.41	
2.66	1.89	
9.03	3.54	
6.39	8.92	
4.53	9.22	
6.76	5.51	
3.30	4.04	
6.02	7.88	
7.75	8.21	
9.49	2.60	
7.08	7.67	
8.59	0.42	
0.11	6.74	
1.29	8.40	
1.80	7.65	
3.13	1.95	
9.36	2.83	
0.84	3.25	
0.35	4.41	
7.00	7.36	
4.31	9.51	
8.67	3.04	
1.78	9.08	
5.10	0.75	
8.87	2.62	
9.60	6.39	
3.95	1.36	
8.60	5.94	
2.74	7.23	
6.26	2.22	
1.98	6.00	
6.92	2.75	
7.67	8.44	
8.43	4.10	
2.76	4.84	
8.79	6.56	
1.04	4.52	
5.43	0.07	
8.53	3.84	
0.85	1.26	
0.72	3.34	
1.27	9.35	
4.76	7.06	
4.89	8.09	
7.92	4.92	
4.76	9.56	
0.21	1.86	
7.07	5.41	
7.05	6.10	
9.39	0.90	
9.55	2.41	
5.20	6.92	
4.31	5.21	
0.09	5.97	
1.35	0.82	
2.50	8.42	
8.96	7.60	
6.73	6.60	
6.81	7.80	
8.81	5.62	
3.97	5.09	
6.46	1.36	
7.14	7.32	
2.80	8.04	
5.13	5.03	
9.73	0.23	
9.79	2.15	
1.04	6.49	
0.23	7.19	
7.07	4.97	
6.59	9.68	
2.52	4.29	
2.38	9.00	
6.55	6.76	
8.93	9.97	
9.53	4.67	
4.13	2.49	
3.99	4.63	
8.00	0.43	
8.38	9.37	
1.37	8.45	
0.70	1.15	
0.40	4.02	
6.01	6.11	
8.82	6.02	
5.98	4.14	
1.90	0.43	
0.80	4.80	
0.95	8.44	
4.10	5.57	
4.79	2.10	
8.77	5.19	
5.21	7.96	
8.02	1.62	
6.64	9.56	
8.49	0.83	
6.40	5.79	
4.51	0.09	
0.78	2.93	
0.72	7.08	
3.99	5.06	
7.94	3.86	
1.44	9.04	
1.29	3.02	
6.39	7.57	
2.46	1.94	
8.83	6.11	
8.15	9.87	
8.82	7.44	
4.83	1.60	
2.01	0.32	
6.11	1.07	
3.79	7.41	
2.52	8.12	
9.97	1.24	
5.20	1.34	
5.95	5.75	
4.45	0.82	
3.68	5.59	
1.12	4.93	
5.22	4.74	
3.98	6.60	
4.57	1.07	
8.89	5.56	
5.00	3.61	
6.46	5.02	
7.13	4.90	
2.96	3.02	
4.39	1.78	
5.99	0.90	
6.20	3.80	
9.94	4.11	
6.13	0.48	
8.69	3.45	
1.59	4.88	
2.30	7.78	
4.29	3.46	
2.12	3.20	
5.50	9.46	
4.13	7.15	
8.42	9.88	
3.22	0.32	
0.62	4.02	
2.37	3.41	
3.10	5.17	
9.27	0.94	
9.08	5.42	
9.43	9.09	
4.62	7.88	
9.40	9.98	
5.41	9.61	
5.83	0.81	
8.90	3.33	
6.04	1.87	
8.49	5.94	
3.70	4.05	
7.10	7.04	
8.83	3.10	
0.66	1.25	
4.68	4.82	
8.21	3.86	
5.52	2.55	
4.18	0.90	
8.16	6.07	
0.13	0.65	
7.18	8.82	
7.91	5.96	
8.38	8.58	
3.29	3.49	
7.46	5.39	
9.58	8.59	
1.39	9.02	
3.51	2.31	
8.00	7.86	
1.52	9.93	
5.16	0.23	
3.20	8.86	
4.90	9.12	
0.13	7.56	
9.14	1.19	
2.37	5.90	
3.36	1.61	
2.09	1.78	
1.43	6.74	
3.73	8.57	
0.18	7.74	
2.42	2.68	
4.71	9.67	
8.34	0.87	
6.49	2.24	
2.51	2.54	
4.41	0.05	
1.02	3.03	
5.34	2.98	
8.30	0.20	
4.98	9.49	
7.01	7.93	
1.30	8.70	
1.47	7.16	
2.90	0.35	
4.07	7.15	
2.02	5.21	
9.11	6.96	
7.20	2.34	
6.62	9.99	
3.75	3.76	
9.54	2.60	
1.22	1.66	
0.94	0.89	
5.68	7.81	
4.86	8.67	
1.34	0.18	
3.12	3.59	
0.26	7.06	
2.81	7.63	
1.32	4.62	
3.82	2.68	
9.30	0.04	
3.55	2.34	
3.17	8.48	
6.43	5.57	
7.94	9.01	
9.04	9.06	
8.03	1.47	
7.82	0.70	
1.44	3.42	
5.43	7.80	
3.00	4.23	
3.09	0.11	
1.75	0.83	
1.35	9.75	
2.50	8.28	
8.64	6.96	
3.79	6.50	
7.36	3.25	
5.02	3.64	
0.08	1.21	
3.59	5.42	
4.49	3.12	
8.79	9.42	
3.93	9.26	
3.01	3.17	
2.19	0.01	
2.38	4.60	
5.05	5.38	
8.30	4.28	
8.57	9.28	
8.63	9.27	
3.49	6.04	
2.16	9.46	
8.19	1.32	
2.94	8.83	
7.76	9.81	
1.61	5.44	
5.42	7.73	
9.37	6.08	
3.27	9.02	
6.36	3.76	
3.50	0.24	
0.57	8.83	
7.83	0.81	
4.89	7.27	
2.42	1.77	
9.99	3.13	
8.11	8.72	
7.99	5.56	
0.64	1.67	
7.27	4.46	
3.77	7.62	
1.96	3.33	
8.90	9.37	
0.46	2.12	
8.34	7.84	
6.26	7.65	
6.03	3.48	
0.84	4.30	
8.36	6.61	
2.71	3.22	
0.07	5.74	
9.05	3.73	
5.10	7.47	
6.18	6.77	
9.60	1.69	
3.24	6.74	
5.19	0.80	
8.68	4.34	
3.52	2.48	
2.97	0.43	
9.49	1.17	
1.98	7.84	
9.37	4.81	
4.66	5.79	
1.64	9.68	
5.55	9.65	
3.17	8.29	
7.13	6.57	
0.49	1.89	
9.93	6.50	
6.12	2.25	
8.21	6.61	
3.02	4.52	
7.50	6.45	
5.90	6.34	
5.96	0.60	
6.70	6.73	
5.53	5.29	
3.12	1.86	
0.27	5.75	
3.12	3.87	
8.59	1.08	
5.57	3.23	
3.58	4.59	
6.80	4.62	
0.21	8.20	
5.79	1.52	
1.51	1.16	
5.92	4.54	
5.92	4.62	
9.68	4.48	
6.97	5.96	
3.90	1.73	
2.35	8.75	
6.57	9.88	
3.63	6.89	
3.69	2.83	
9.80	4.57	
3.56	1.73	
7.40	6.44	
8.57	9.85	
7.75	6.49	
9.62	1.18	
6.67	7.53	
6.34	1.22	
5.79	7.49	
7.02	6.49	
4.99	3.19	
5.76	2.55	
4.53	7.08	
0.77	9.18	
2.04	7.38	
7.06	5.32	
3.71	7.65	
8.65	5.46	
1.42	7.28	
0.43	4.21	
7.43	0.72	
7.36	5.19	
6.21	9.34	
9.24	6.18	
8.45	6.62	
2.56	2.51	
5.83	4.27	
7.01	6.93	
6.51	4.16	
3.17	5.20	
0.07	8.51	
9.72	3.04	
7.81	8.85	
2.76	2.21	
8.90	2.09	
7.65	0.25	
5.31	1.11	
3.43	1.09	
8.92	5.58	
3.26	1.30	
2.22	8.22	
9.97	0.01	
0.02	1.10	
4.25	8.72	
3.33	6.21	
4.75	0.99	
8.15	4.86	
3.38	0.96	
1.34	0.62	
6.04	4.00	
2.73	1.42	
9.24	2.38	
8.06	7.35	
5.25	3.70	
9.62	2.07	
4.40	0.33	
2.59	7.38	
0.90	3.26	
3.22	2.47	
0.24	5.00	
1.29	1.64	
9.60	2.22	
3.59	6.94	
9.87	0.13	
6.65	4.85	
7.03	7.79	
7.07	9.71	
3.42	5.30	
4.94	9.68	
4.14	1.41	
1.45	5.35	
2.19	2.95	
4.76	4.80	
6.49	5.15	
9.11	3.65	
0.72	5.84	
1.22	3.43	
7.07	4.71	
4.05	6.40	
8.59	3.01	
3.04	0.86	
5.47	8.54	
1.47	6.08	
5.78	4.97	
2.25	2.50	
8.65	4.96	
0.66	9.08	
8.38	1.34	
8.70	6.00	
1.37	1.62	
4.80	8.44	
3.72	6.46	
4.13	3.95	
6.40	4.39	
3.65	3.67	
6.45	1.28	
3.09	5.83	
7.49	4.87	
7.57	7.60	
9.73	2.07	
0.30	0.51	
0.44	8.65	
3.83	2.98	
8.14	9.28	
6.79	3.07	
0.14	8.54	
8.71	3.67	
1.36	1.95	
9.48	2.34	
3.79	9.90	
1.42	8.13	
0.29	6.17	
1.50	7.81	
3.40	7.22	
8.21	5.13	
9.66	7.90	
2.87	7.26	
2.70	4.14	
7.71	4.25	
3.71	3.66	
3.90	8.90	
6.37	1.05	
1.02	6.24	
4.14	4.45	
5.87	4.37	
2.08	7.49	
2.37	0.76	
1.81	1.29	
6.42	1.20	
7.93	8.44	
9.08	1.54	
6.42	2.86	
9.17	6.28	
0.93	6.69	
1.46	1.47	
0.62	8.63	
9.93	3.89	
4.11	5.50	
6.49	2.71	
7.78	2.87	
4.24	4.73	
2.82	8.62	
1.01	9.34	
5.01	7.94	
3.31	4.71	
2.94	6.97	
2.90	2.56	
5.41	7.39	
8.30	4.70	
6.40	3.95	
1.42	1.02	
6.31	2.10	
4.97	5.19	
1.86	3.81	
9.96	1.30	
2.51	5.04	
3.61	1.99	
0.93	9.92	
7.35	6.09	
6.11	2.94	
1.26	1.86	
2.68	2.41	
6.06	0.04	
7.13	5.44	
6.24	9.32	
1.93	7.16	
8.41	6.00	
1.40	4.88	
6.83	8.43	
9.07	0.35	
4.15	6.45	
4.86	2.47	
9.25	5.85	
1.77	5.71	
5.45	7.83	
6.00	8.95	
1.83	3.95	
1.56	3.76	
7.75	7.75	
0.24	0.35	
5.27	5.23	
0.35	4.98	
7.50	7.65	
3.27	2.18	
1.14	1.94	
5.14	1.34	
0.13	5.84	
2.01	7.52	
3.46	7.07	
0.82	3.02	
4.44	8.69	
5.14	7.29	
0.39	5.53	
4.35	9.93	
1.64	9.69	
7.12	3.40	
5.97	6.92	
5.31	9.70	
0.26	9.24	
2.34	7.76	
3.98	3.50	
0.92	6.71	
0.21	9.96	
8.54	3.06	
8.72	9.75	
5.73	9.10	
2.05	5.22	
1.04	3.27	
9.96	2.38	
8.96	2.98	
0.00	0.83	
1.89	4.66	
1.66	1.86	
4.64	6.00	
9.57	2.52	
0.67	0.44	
6.89	9.52	
2.68	4.53	
3.29	4.11	
5.79	4.74	
3.43	6.28	
1.02	1.41	
0.61	4.08	
8.14	3.99	
7.53	2.02	
1.67	3.69	
0.39	0.47	
1.05	6.48	
5.38	6.65	
6.26	2.26	
6.88	6.63	
3.21	3.20	
4.53	6.83	
8.65	7.84	
2.84	3.00	
3.63	5.63	
0.11	4.59	
5.10	0.15	
5.62	2.23	
0.28	8.70	
2.95	6.64	
4.87	9.71	
4.75	7.96	
6.43	9.46	
9.33	5.55	
6.56	4.26	
1.96	9.50	
1.41	4.73	
4.74	6.87	
7.96	4.08	
7.24	7.73	
4.79	3.43	
6.15	8.09	
10.00	3.27	
6.74	9.56	
5.61	1.59	
0.18	8.60	
7.33	6.23	
1.12	1.05	
0.84	0.84	
6.85	1.67	
1.18	1.47	
5.22	1.76	
9.47	3.55	
1.12	2.43	
2.16	6.94	
2.69	5.38	
1.64	0.19	
6.97	7.95	
3.38	3.95	
1.31	4.07	
4.04	7.11	
1.23	8.42	
6.88	9.06	
7.74	6.64	
6.06	5.51	
6.89	0.50	
8.50	5.82	
2.48	3.20	
3.00	4.54	
8.13	6.87	
9.22	0.76	
8.64	1.02	
5.53	4.47	
1.77	8.02	
3.26	0.65	
0.41	9.52	
7.14	7.84	
2.42	5.24	
5.75	0.29	
9.72	4.11	
3.45	9.40	
0.95	6.06	
5.41	2.92	
2.20	1.62	
0.15	8.02	
8.66	5.87	
0.02	7.43	
5.67	2.25	
8.57	6.08	
1.73	2.14	
5.02	9.60	
7.35	5.64	
0.61	4.74	
3.24	9.82	
8.22	6.45	
8.21	1.07	
6.96	5.48	
2.56	9.47	
5.74	5.85	
5.31	4.32	
5.38	1.32	
4.16	1.62	
7.33	5.75	
5.87	6.27	
7.95	3.25	
0.71	4.00	
1.14	9.81	
8.74	0.76	
9.18	0.04	
7.72	0.00	
0.92	9.08	
1.98	1.67	
8.72	2.15	
9.24	0.08	
1.09	1.44	
7.45	1.94	
5.57	2.87	
7.16	9.60	
7.33	3.32	
5.78	9.39	
2.75	2.30	
8.51	9.51	
3.20	0.58	
7.95	6.96	
4.07	2.50	
8.20	8.67	
5.57	7.94	
1.68	7.39	
7.06	4.25	
6.97	9.08	
4.23	8.97	
3.75	4.95	
8.74	8.76	
6.45	7.75	
3.58	0.95	
1.76	9.10	
3.22	9.93	
6.51	1.64	
6.61	1.51	
1.20	7.79	
2.90	5.31	
1.76	4.28	
4.20	6.59	
6.37	0.35	
7.13	6.45	
7.11	5.56	
4.96	1.49	
6.13	2.50	
5.22	1.81	
4.56	8.26	
3.52	9.50	
7.91	8.56	
2.63	7.80	
5.95	7.77	
7.65	5.02	
6.05	8.39	
2.11	6.32	
8.96	3.80	
6.92	0.55	
2.78	9.06	
3.88	9.25	
